Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Grupo;Valor_Total
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;Apartamento;6995.0
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;Apartamento;3775.0
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;Apartamento;2155.0
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;Apartamento;1700.0
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;Apartamento;8542.0
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;Casa;750.0
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;Apartamento;6300.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;Apartamento;3020.0
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;Apartamento;7018.0
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;Apartamento;3457.0
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;Casa;6933.0
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;Apartamento;2462.0
Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;Casa;10591.0
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;Apartamento;14500.0
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;Apartamento;3021.0
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;Apartamento;1638.0
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;Apartamento;2368.0
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;Apartamento;16600.0
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;Casa;12653.0
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;Apartamento;1836.0
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;Apartamento;14342.0
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;Apartamento;2515.0
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;Apartamento;5220.0
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;Apartamento;3730.0
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;Apartamento;2750.0
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;Apartamento;7400.0
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;Apartamento;22434.0
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;Apartamento;44751.0
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;Apartamento;3323.0
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;Apartamento;2155.0
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;Apartamento;3512.0
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;Apartamento;3540.0
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;Apartamento;6580.0
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;Apartamento;2561.0
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;Casa;2100.0
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;Apartamento;2373.0
Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;Casa;19800.0
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;Apartamento;18150.0
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;Casa;9870.0
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;Apartamento;3975.0
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;Apartamento;10600.0
Casa;Catete;10;0;10;300;15000.0;0.0;220.0;Casa;15220.0
Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;Apartamento;3570.0
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;Apartamento;6916.0
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;Apartamento;2984.0
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;Apartamento;1950.0
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;Apartamento;1200.0
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;Apartamento;6933.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;Apartamento;2295.0
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;Apartamento;2684.0
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;Apartamento;3548.0
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;Apartamento;1700.0
Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;Apartamento;1130.0
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;Apartamento;7900.0
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;Apartamento;5000.0
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;Apartamento;12155.0
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;Apartamento;2838.0
Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;Apartamento;485.0
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;Apartamento;1860.0
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;Casa;25000.0
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;Apartamento;2300.0
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;Apartamento;4590.0
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;Apartamento;8198.0
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;Apartamento;2195.0
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;Apartamento;3435.0
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;Apartamento;1980.0
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;Apartamento;3350.0
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;Apartamento;4997.0
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;Apartamento;2601.0
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;Apartamento;3190.0
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;Apartamento;4190.0
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;Apartamento;4180.0
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;Apartamento;4220.0
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;Apartamento;5008.0
